2025-09-22T16:13:24.051Z [INFO]: # Build environment configured with Standard build compute type: 8GiB Memory, 4vCPUs, 128GB Disk Space
2025-09-22T16:13:25.178Z [INFO]: # Cloning repository: git@github.com:eshubkagel-velera/amplify-vue-template.git
2025-09-22T16:13:25.899Z [INFO]: 
2025-09-22T16:13:25.900Z [INFO]: Cloning into 'amplify-vue-template'...
2025-09-22T16:13:25.900Z [INFO]: # Switching to commit: 6c12cd9c109bb8c958ae813cadeddd80680f162a
2025-09-22T16:13:25.925Z [INFO]: Note: switching to '6c12cd9c109bb8c958ae813cadeddd80680f162a'.
                                 You are in 'detached HEAD' state. You can look around, make experimental
                                 changes and commit them, and you can discard any commits you make in this
                                 state without impacting any branches by switching back to a branch.
                                 If you want to create a new branch to retain commits you create, you may
                                 do so (now or later) by using -c with the switch command. Example:
                                 git switch -c <new-branch-name>
                                 Or undo this operation with:
                                 git switch -
                                 Turn off this advice by setting config variable advice.detachedHead to false
                                 HEAD is now at 6c12cd9 moved graphql calls from frontend to backend
2025-09-22T16:13:25.960Z [INFO]: Successfully cleaned up Git credentials
2025-09-22T16:13:25.960Z [INFO]: # Checking for Git submodules at: /codebuild/output/src2362107765/src/amplify-vue-template/.gitmodules
2025-09-22T16:13:25.968Z [INFO]: # Retrieving environment cache...
2025-09-22T16:13:26.033Z [INFO]: # Retrieved environment cache
2025-09-22T16:13:26.033Z [INFO]: ---- Setting Up SSM Secrets ----
2025-09-22T16:13:26.033Z [INFO]: SSM params {"Path":"/amplify/d120tqgz0vig6b/main/","WithDecryption":true}
2025-09-22T16:13:26.637Z [INFO]: # No package override configuration found.
2025-09-22T16:13:26.641Z [INFO]: # Retrieving cache...
2025-09-22T16:13:37.997Z [INFO]: # Extracting cache...
2025-09-22T16:14:15.048Z [INFO]: # Extraction completed
2025-09-22T16:14:15.223Z [INFO]: # Retrieved cache
2025-09-22T16:14:18.599Z [INFO]: ## Starting Backend Build
                                 # Starting phase: build
                                 # Executing command: npm ci --cache .npm --prefer-offline
2025-09-22T16:15:46.885Z [WARNING]: npm warn deprecated inflight@1.0.6: This module is not supported, and leaks memory. Do not use it. Check out lru-cache if you want a good and tested way to coalesce async requests by a key value, which is much more comprehensive and powerful.
2025-09-22T16:15:46.909Z [WARNING]: npm warn deprecated node-domexception@1.0.0: Use your platform's native DOMException instead
2025-09-22T16:15:48.266Z [WARNING]: npm warn deprecated @babel/plugin-proposal-object-rest-spread@7.20.7: This proposal has been merged to the ECMAScript standard and thus this plugin is no longer maintained. Please use @babel/plugin-transform-object-rest-spread instead.
2025-09-22T16:15:48.267Z [WARNING]: npm warn deprecated @babel/plugin-proposal-class-properties@7.18.6: This proposal has been merged to the ECMAScript standard and thus this plugin is no longer maintained. Please use @babel/plugin-transform-class-properties instead.
2025-09-22T16:15:59.582Z [WARNING]: npm warn deprecated glob@7.2.3: Glob versions prior to v9 are no longer supported
2025-09-22T16:15:59.653Z [WARNING]: npm warn deprecated rimraf@3.0.2: Rimraf versions prior to v4 are no longer supported
2025-09-22T16:16:00.263Z [WARNING]: npm warn deprecated glob@7.2.3: Glob versions prior to v9 are no longer supported
2025-09-22T16:16:05.021Z [WARNING]: npm warn deprecated core-js@2.6.12: core-js@<3.23.3 is no longer maintained and not recommended for usage due to the number of issues. Because of the V8 engine whims, feature detection in old core-js versions could cause a slowdown up to 100x even if nothing is polyfilled. Some versions have web compatibility issues. Please, upgrade your dependencies to the actual version of core-js.
2025-09-22T16:16:06.664Z [INFO]: added 2772 packages, and audited 3626 packages in 2m
                                 226 packages are looking for funding
                                 run `npm fund` for details
2025-09-22T16:16:06.676Z [INFO]: 4 moderate severity vulnerabilities
                                 To address all issues (including breaking changes), run:
                                 npm audit fix --force
                                 Run `npm audit` for details.
2025-09-22T16:16:06.703Z [INFO]: # Executing command: npx ampx pipeline-deploy --branch $AWS_BRANCH --app-id $AWS_APP_ID
2025-09-22T16:16:10.597Z [INFO]: 4:16:10 PM Synthesizing backend...
2025-09-22T16:16:10.603Z [INFO]: 
2025-09-22T16:16:11.576Z [WARNING]: Bundling asset amplify-d120tqgz0vig6b-main-branch-35b2e9eadf/AmplifyBranchLinker/CustomResourceLambda/Code/Stage...
2025-09-22T16:16:11.868Z [WARNING]: ...5420503778f126c3bbc71baef337d283b8e60cc5725447-building/index.js  1.7mb ⚠️
                                    ⚡ Done in 87ms
2025-09-22T16:16:12.031Z [WARNING]: Be careful when using @auth directives on a field in a root type. @auth directives on field definitions use the source object to perform authorization logic and the source will be an empty object for fields on root types. Static group authorization should perform as expected.
2025-09-22T16:16:12.228Z [WARNING]: [WARNING] aws-cdk-lib.aws_lambda.FunctionOptions#logRetention is deprecated.
                                    use `logGroup` instead
                                    This API will be removed in the next major release.
2025-09-22T16:16:12.228Z [WARNING]: [WARNING] aws-cdk-lib.aws_lambda.FunctionOptions#logRetention is deprecated.
                                    use `logGroup` instead
                                    This API will be removed in the next major release.
2025-09-22T16:16:12.229Z [WARNING]: Bundling asset amplify-d120tqgz0vig6b-main-branch-35b2e9eadf/function/external-api-lambda/Code/Stage...
2025-09-22T16:16:12.962Z [INFO]: 4:16:12 PM ✔ Backend synthesized in 2.68 seconds
2025-09-22T16:16:12.962Z [INFO]: 4:16:12 PM Running type checks...
2025-09-22T16:16:17.687Z [INFO]: 4:16:17 PM ✔ Type checks completed in 4.72 seconds
2025-09-22T16:16:17.693Z [INFO]: 4:16:17 PM Building and publishing assets...
2025-09-22T16:16:19.288Z [INFO]: 4:16:19 PM ✔ Built and published assets
2025-09-22T16:16:22.104Z [INFO]: amplify-d120tqgz0vig6b-main-branch-35b2e9eadf |   0 | 4:16:19 PM | UPDATE_IN_PROGRESS | AWS::CloudFormation::Stack | amplify-d120tqgz0vig6b-main-branch-35b2e9eadf User Initiated
2025-09-22T16:16:39.187Z [INFO]: amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   3 | 4:16:37 PM | CREATE_IN_PROGRESS | AWS::Lambda::LayerVersion | data/amplifyData/AmplifyCodegenAssets/AmplifyCodegenAssetsDeployment/AwsCliLayer (amplifyDataAmplifyCodegenAssetsAmplifyCodegenAssetsDeploymentAwsCliLayerE322F905)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   3 | 4:16:37 PM | CREATE_IN_PROGRESS | AWS::CDK::Metadata | auth/CDKMetadata/Default (CDKMetadata)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   3 | 4:16:37 PM | CREATE_IN_PROGRESS | AWS::S3::Bucket | data/amplifyData/AmplifyCodegenAssets/AmplifyCodegenAssetsBucket (amplifyDataAmplifyCodegenAssetsAmplifyCodegenAssetsBucket9CCB4ACA)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   3 | 4:16:37 PM | CREATE_IN_PROGRESS | AWS::SSM::Parameter | data/AMPLIFY_DATA_DEFAULT_NAMEParameter (AMPLIFYDATADEFAULTNAMEParameterE7C23CC4)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   3 | 4:16:37 PM | CREATE_IN_PROGRESS | AWS::IAM::Role | data/Custom::CDKBucketDeployment8693BB64968944B69AAFB0CC9EB8756C1536MiB/ServiceRole (CustomCDKBucketDeployment8693BB64968944B69AAFB0CC9EB8756C1536MiBServiceRoleA41FC8C2)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   3 | 4:16:37 PM | CREATE_IN_PROGRESS | AWS::AppSync::GraphQLApi | data/amplifyData/GraphQLAPI (amplifyDataGraphQLAPI42A6FA33)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   3 | 4:16:37 PM | CREATE_IN_PROGRESS | AWS::Lambda::LayerVersion | data/modelIntrospectionSchemaBucketDeployment/AwsCliLayer (modelIntrospectionSchemaBucketDeploymentAwsCliLayer13C432F7)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   3 | 4:16:37 PM | CREATE_IN_PROGRESS | AWS::IAM::Role | data/Custom::S3AutoDeleteObjectsCustomResourceProvider/Role (CustomS3AutoDeleteObjectsCustomResourceProviderRole3B1BD092)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   3 | 4:16:37 PM | CREATE_IN_PROGRESS | AWS::S3::Bucket | data/modelIntrospectionSchemaBucket (modelIntrospectionSchemaBucketF566B665)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   3 | 4:16:38 PM | CREATE_IN_PROGRESS | AWS::S3::Bucket | data/amplifyData/AmplifyCodegenAssets/AmplifyCodegenAssetsBucket (amplifyDataAmplifyCodegenAssetsAmplifyCodegenAssetsBucket9CCB4ACA)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   3 | 4:16:38 PM | CREATE_IN_PROGRESS | AWS::S3::Bucket | data/modelIntrospectionSchemaBucket (modelIntrospectionSchemaBucketF566B665)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   3 | 4:16:38 PM | CREATE_IN_PROGRESS | AWS::SSM::Parameter | data/AMPLIFY_DATA_DEFAULT_NAMEParameter (AMPLIFYDATADEFAULTNAMEParameterE7C23CC4) Resource creation Initiated
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   3 | 4:16:38 PM | CREATE_IN_PROGRESS | AWS::SSM::Parameter | data/AMPLIFY_DATA_MODEL_INTROSPECTION_SCHEMA_KEYParameter (AMPLIFYDATAMODELINTROSPECTIONSCHEMAKEYParameterB6AEAE8A) Resource creation Initiated
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   3 | 4:16:38 PM | CREATE_IN_PROGRESS | AWS::CDK::Metadata | auth/CDKMetadata/Default (CDKMetadata) Resource creation Initiated
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   3 | 4:16:38 PM | CREATE_IN_PROGRESS | AWS::IAM::Role | data/Custom::CDKBucketDeployment8693BB64968944B69AAFB0CC9EB8756C1536MiB/ServiceRole (CustomCDKBucketDeployment8693BB64968944B69AAFB0CC9EB8756C1536MiBServiceRoleA41FC8C2) Resource creation Initiated
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   2 | 4:16:38 PM | CREATE_COMPLETE | AWS::CDK::Metadata | auth/CDKMetadata/Default (CDKMetadata)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   3 | 4:16:38 PM | CREATE_COMPLETE | AWS::SSM::Parameter | data/AMPLIFY_DATA_MODEL_INTROSPECTION_SCHEMA_KEYParameter (AMPLIFYDATAMODELINTROSPECTIONSCHEMAKEYParameterB6AEAE8A)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   4 | 4:16:38 PM | CREATE_COMPLETE | AWS::SSM::Parameter | data/AMPLIFY_DATA_DEFAULT_NAMEParameter (AMPLIFYDATADEFAULTNAMEParameterE7C23CC4)
2025-09-22T16:16:41.369Z [INFO]: amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   4 | 4:16:39 PM | CREATE_IN_PROGRESS | AWS::IAM::Role | data/Custom::S3AutoDeleteObjectsCustomResourceProvider/Role (CustomS3AutoDeleteObjectsCustomResourceProviderRole3B1BD092) Resource creation Initiated
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   4 | 4:16:39 PM | CREATE_IN_PROGRESS | AWS::AppSync::GraphQLApi | data/amplifyData/GraphQLAPI (amplifyDataGraphQLAPI42A6FA33) Resource creation Initiated
2025-09-22T16:16:41.370Z [INFO]: amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   5 | 4:16:39 PM | CREATE_COMPLETE | AWS::AppSync::GraphQLApi | data/amplifyData/GraphQLAPI (amplifyDataGraphQLAPI42A6FA33)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   5 | 4:16:39 PM | CREATE_IN_PROGRESS | AWS::S3::Bucket | data/amplifyData/AmplifyCodegenAssets/AmplifyCodegenAssetsBucket (amplifyDataAmplifyCodegenAssetsAmplifyCodegenAssetsBucket9CCB4ACA)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   5 | 4:16:40 PM | CREATE_FAILED | AWS::S3::Bucket | data/amplifyData/AmplifyCodegenAssets/AmplifyCodegenAssetsBucket (amplifyDataAmplifyCodegenAssetsAmplifyCodegenAssetsBucket9CCB4ACA) The following hook(s) failed: [AWS::ControlTower::Hook]
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   5 | 4:16:40 PM | CREATE_IN_PROGRESS | AWS::AppSync::DataSource | data/amplifyData/GraphQLAPI/NONE_DS (amplifyDataGraphQLAPINONEDS684BF699)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   5 | 4:16:40 PM | CREATE_IN_PROGRESS | AWS::CloudFormation::Stack | data/amplifyData/AmplifyTableManager.NestedStack/AmplifyTableManager.NestedStackResource (amplifyDataAmplifyTableManagerNestedStackAmplifyTableManagerNestedStackResource86290833)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   5 | 4:16:40 PM | CREATE_IN_PROGRESS | AWS::AppSync::ApiKey | data/amplifyData/GraphQLAPI/DefaultApiKey (amplifyDataGraphQLAPIDefaultApiKey1C8ED374)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   5 | 4:16:40 PM | CREATE_IN_PROGRESS | AWS::S3::Bucket | data/modelIntrospectionSchemaBucket (modelIntrospectionSchemaBucketF566B665)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   5 | 4:16:40 PM | CREATE_IN_PROGRESS | AWS::AppSync::GraphQLSchema | data/amplifyData/GraphQLAPI/TransformerSchema (amplifyDataGraphQLAPITransformerSchemaFF50A789)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   5 | 4:16:40 PM | CREATE_IN_PROGRESS | AWS::SSM::Parameter | data/AMPLIFY_DATA_GRAPHQL_ENDPOINTParameter (AMPLIFYDATAGRAPHQLENDPOINTParameter1C2CBB16)
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   5 | 4:16:40 PM | CREATE_FAILED | AWS::S3::Bucket | data/modelIntrospectionSchemaBucket (modelIntrospectionSchemaBucketF566B665) The following hook(s) failed: [AWS::ControlTower::Hook]
2025-09-22T16:16:41.370Z [INFO]: amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   5 | 4:16:40 PM | CREATE_IN_PROGRESS | AWS::CloudFormation::Stack | data/amplifyData/AmplifyTableManager.NestedStack/AmplifyTableManager.NestedStackResource (amplifyDataAmplifyTableManagerNestedStackAmplifyTableManagerNestedStackResource86290833) Resource creation Initiated
                                 amplify-d120tqgz0vig6b-main-branch-35b2e9eadf-data7552DF31-1Q9X6CWJEPC67 |   5 | 4:16:41 PM | CREATE_IN_PROGRESS | AWS::AppSync::DataSource | data/amplifyData/GraphQLAPI/NONE_DS (amplifyDataGraphQLAPINONEDS684BF699) Resource creation Initiated
